,DATE,WEATHER,TEMPC,WIND
8668,2009-09-20 14,normal,22.2,0.0
8669,2009-09-20 15,normal,21.1,5.0
8670,2009-09-20 16,normal,20.0,6.0
8671,2009-09-20 17,normal,18.9,5.0
8672,2009-09-20 18,normal,17.2,5.0
8673,2009-09-20 19,normal,17.2,7.0
8674,2009-09-20 20,normal,16.7,3.0
8675,2009-09-20 21,normal,16.7,0.0
8676,2009-09-20 22,normal,16.1,3.0
8678,2009-09-20 23,normal,,
8679,2009-09-21 00,normal,16.1,6.0
8680,2009-09-21 01,normal,15.6,7.0
8681,2009-09-21 02,normal,15.6,7.0
8682,2009-09-21 03,normal,14.4,3.0
8683,2009-09-21 04,normal,14.4,5.0
8684,2009-09-21 05,normal,14.4,3.0
8685,2009-09-21 06,normal,15.0,0.0
8686,2009-09-21 07,normal,16.7,0.0
8687,2009-09-21 08,normal,18.3,0.0
8688,2009-09-21 09,normal,19.4,3.0
8689,2009-09-21 10,normal,22.2,0.0
8690,2009-09-21 11,normal,22.8,5.0
8691,2009-09-21 12,normal,23.3,5.0
8692,2009-09-21 13,normal,23.9,3.0
8693,2009-09-21 14,normal,22.8,5.0
8694,2009-09-21 15,normal,21.1,8.0
8695,2009-09-21 16,normal,20.6,5.0
8696,2009-09-21 17,normal,19.4,6.0
8697,2009-09-21 18,normal,18.9,7.0
8698,2009-09-21 19,normal,18.9,3.0
8699,2009-09-21 20,normal,18.3,5.0
8700,2009-09-21 21,normal,18.9,6.0
8701,2009-09-21 22,normal,18.3,5.0
8703,2009-09-21 23,normal,,
8704,2009-09-22 00,normal,19.4,3.0
8705,2009-09-22 01,normal,18.9,0.0
8706,2009-09-22 02,normal,18.3,0.0
8707,2009-09-22 03,normal,18.3,0.0
8708,2009-09-22 04,normal,18.3,0.0
8709,2009-09-22 05,normal,18.3,0.0
8710,2009-09-22 06,normal,19.4,0.0
8711,2009-09-22 07,normal,20.0,0.0
8713,2009-09-22 08,normal,21.1,0.0
8715,2009-09-22 09,normal,22.2,3.0
8716,2009-09-22 10,normal,21.7,6.0
8717,2009-09-22 11,normal,22.2,6.0
8718,2009-09-22 12,normal,22.2,3.0
8719,2009-09-22 13,normal,22.2,6.0
8720,2009-09-22 14,normal,22.2,0.0
8721,2009-09-22 15,normal,21.7,5.0
8722,2009-09-22 16,normal,21.1,6.0
8723,2009-09-22 17,normal,21.1,6.0
8724,2009-09-22 18,normal,20.6,3.0
8725,2009-09-22 19,normal,21.1,7.0
8726,2009-09-22 20,normal,20.6,5.0
8727,2009-09-22 21,normal,20.6,3.0
8728,2009-09-22 22,normal,21.1,6.0
8730,2009-09-22 23,normal,,
8731,2009-09-23 00,normal,20.6,3.0
8732,2009-09-23 01,normal,20.6,5.0
8733,2009-09-23 02,normal,20.6,5.0
8734,2009-09-23 03,normal,20.6,3.0
8735,2009-09-23 04,normal,20.6,6.0
8736,2009-09-23 05,normal,20.6,6.0
8737,2009-09-23 06,normal,21.1,6.0
8738,2009-09-23 07,normal,21.7,6.0
8739,2009-09-23 08,normal,22.2,7.0
8740,2009-09-23 09,normal,23.3,3.0
8741,2009-09-23 10,normal,24.4,5.0
8742,2009-09-23 11,normal,24.4,5.0
8743,2009-09-23 12,normal,26.1,3.0
8744,2009-09-23 13,normal,26.1,5.0
8745,2009-09-23 14,normal,26.7,7.0
8746,2009-09-23 15,normal,25.6,6.0
8747,2009-09-23 16,normal,25.6,9.0
8748,2009-09-23 17,normal,25.6,3.0
8749,2009-09-23 18,normal,25.0,8.0
8750,2009-09-23 19,normal,24.4,7.0
8751,2009-09-23 20,normal,24.4,7.0
8752,2009-09-23 21,normal,23.9,7.0
8753,2009-09-23 22,normal,24.4,8.0
8755,2009-09-23 23,normal,,
8756,2009-09-24 00,rain,22.8,10.0
8757,2009-09-24 01,normal,21.7,8.0
8758,2009-09-24 02,normal,21.7,5.0
8760,2009-09-24 03,fog,21.1,3.0
8763,2009-09-24 04,fog,21.1,0.0
8764,2009-09-24 05,fog,21.1,0.0
8765,2009-09-24 06,fog,21.1,3.0
8766,2009-09-24 07,normal,21.7,5.0
8767,2009-09-24 08,normal,23.3,5.0
8768,2009-09-24 09,normal,24.4,5.0
8769,2009-09-24 10,normal,25.6,5.0
8770,2009-09-24 11,normal,27.8,6.0
8771,2009-09-24 12,normal,27.2,3.0
8772,2009-09-24 13,normal,26.7,7.0
8773,2009-09-24 14,normal,26.7,9.0
8774,2009-09-24 15,normal,25.0,7.0
8775,2009-09-24 16,normal,25.0,8.0
8776,2009-09-24 17,normal,23.9,7.0
8777,2009-09-24 18,normal,23.3,5.0
8778,2009-09-24 19,normal,22.2,0.0
8779,2009-09-24 20,normal,21.7,0.0
8780,2009-09-24 21,normal,20.6,5.0
8781,2009-09-24 22,normal,20.0,5.0
8783,2009-09-24 23,normal,,
8784,2009-09-25 00,normal,18.3,5.0
8785,2009-09-25 01,normal,17.2,0.0
8786,2009-09-25 02,normal,17.2,3.0
8787,2009-09-25 03,normal,16.7,6.0
8788,2009-09-25 04,normal,16.1,7.0
8789,2009-09-25 05,normal,16.1,0.0
8790,2009-09-25 06,normal,16.1,7.0
8791,2009-09-25 07,normal,16.7,6.0
8792,2009-09-25 08,normal,17.2,11.0
8793,2009-09-25 09,normal,17.8,11.0
8794,2009-09-25 10,normal,18.9,11.0
8795,2009-09-25 11,normal,19.4,14.0
8796,2009-09-25 12,normal,20.0,8.0
8797,2009-09-25 13,normal,19.4,13.0
8798,2009-09-25 14,normal,18.9,11.0
8799,2009-09-25 15,normal,18.9,7.0
8800,2009-09-25 16,normal,17.8,10.0
8801,2009-09-25 17,normal,17.2,7.0
8802,2009-09-25 18,normal,16.1,7.0
8803,2009-09-25 19,normal,15.6,6.0
8804,2009-09-25 20,normal,15.0,5.0
8805,2009-09-25 21,normal,13.9,9.0
8806,2009-09-25 22,normal,14.4,7.0
8808,2009-09-25 23,normal,,
8809,2009-09-26 00,normal,13.9,7.0
8810,2009-09-26 01,normal,12.2,6.0
8811,2009-09-26 02,normal,13.9,7.0
8812,2009-09-26 03,normal,13.3,5.0
8813,2009-09-26 04,normal,13.3,6.0
8814,2009-09-26 05,normal,12.8,7.0
8815,2009-09-26 06,normal,13.3,10.0
8816,2009-09-26 07,normal,14.4,5.0
8817,2009-09-26 08,normal,15.6,7.0
8818,2009-09-26 09,normal,16.1,6.0
8819,2009-09-26 10,normal,16.7,9.0
8820,2009-09-26 11,normal,17.2,7.0
8821,2009-09-26 12,normal,18.9,11.0
8822,2009-09-26 13,normal,17.2,7.0
8823,2009-09-26 14,normal,16.7,5.0
8824,2009-09-26 15,normal,16.7,7.0
8825,2009-09-26 16,normal,16.1,8.0
8826,2009-09-26 17,normal,15.0,6.0
8827,2009-09-26 18,normal,15.6,7.0
8828,2009-09-26 19,normal,15.6,10.0
8829,2009-09-26 20,rain,15.6,8.0
8832,2009-09-26 21,rain,14.4,6.0
8835,2009-09-26 22,rain,14.4,0.0
8841,2009-09-26 23,rain,15.0,3.0
8842,2009-09-27 00,rain,15.6,3.0
8846,2009-09-27 01,rain,16.0,0.0
8847,2009-09-27 02,rain,15.6,3.0
8851,2009-09-27 03,rain,15.6,5.0
8853,2009-09-27 04,rain,16.1,6.0
8857,2009-09-27 05,rain,16.1,5.0
8862,2009-09-27 06,rain,16.7,5.0
8866,2009-09-27 07,rain,16.7,6.0
8869,2009-09-27 08,rain,16.7,5.0
8872,2009-09-27 09,rain,17.8,6.0
8873,2009-09-27 10,rain,17.8,7.0
8876,2009-09-27 11,rain,18.3,7.0
8879,2009-09-27 12,rain,18.3,5.0
8882,2009-09-27 13,fog,18.9,5.0
8883,2009-09-27 14,fog,19.4,5.0
8888,2009-09-27 15,normal,19.4,0.0
8891,2009-09-27 16,fog,19.4,5.0
8893,2009-09-27 17,normal,18.9,3.0
8895,2009-09-27 18,rain,19.4,5.0
8896,2009-09-27 19,normal,18.3,7.0
8898,2009-09-27 20,normal,17.2,9.0
8899,2009-09-27 21,normal,16.7,5.0
8900,2009-09-27 22,normal,16.7,6.0
8902,2009-09-27 23,normal,,
8903,2009-09-28 00,normal,15.6,7.0
8904,2009-09-28 01,normal,15.6,9.0
8905,2009-09-28 02,normal,15.6,5.0
8906,2009-09-28 03,normal,15.0,7.0
8907,2009-09-28 04,normal,14.4,6.0
8908,2009-09-28 05,normal,14.4,8.0
8909,2009-09-28 06,normal,15.0,7.0
8910,2009-09-28 07,normal,15.6,5.0
8911,2009-09-28 08,normal,17.2,8.0
8912,2009-09-28 09,normal,18.9,7.0
8913,2009-09-28 10,normal,21.1,7.0
8914,2009-09-28 11,normal,21.1,6.0
8915,2009-09-28 12,normal,22.2,7.0
8916,2009-09-28 13,normal,21.7,10.0
8917,2009-09-28 14,normal,21.1,13.0
8918,2009-09-28 15,normal,20.6,7.0
8919,2009-09-28 16,normal,20.0,3.0
8922,2009-09-28 17,normal,15.0,5.0
8923,2009-09-28 18,rain,15.0,6.0
8924,2009-09-28 19,fog,15.0,0.0
8925,2009-09-28 20,normal,15.0,3.0
8926,2009-09-28 21,normal,15.6,5.0
8927,2009-09-28 22,normal,15.0,5.0
8929,2009-09-28 23,normal,,
8930,2009-09-29 00,normal,14.4,5.0
8931,2009-09-29 01,normal,15.0,8.0
8932,2009-09-29 02,normal,13.3,7.0
8933,2009-09-29 03,normal,13.9,0.0
8934,2009-09-29 04,normal,13.3,6.0
8935,2009-09-29 05,normal,12.8,7.0
8936,2009-09-29 06,normal,13.3,7.0
8937,2009-09-29 07,normal,13.9,8.0
8938,2009-09-29 08,normal,15.6,7.0
8939,2009-09-29 09,normal,16.7,10.0
8940,2009-09-29 10,normal,17.8,11.0
8941,2009-09-29 11,normal,18.3,7.0
8942,2009-09-29 12,normal,18.9,16.0
8943,2009-09-29 13,normal,17.8,6.0
8944,2009-09-29 14,normal,17.8,9.0
8945,2009-09-29 15,normal,17.2,9.0
8946,2009-09-29 16,normal,16.7,8.0
8947,2009-09-29 17,normal,16.7,5.0
8948,2009-09-29 18,normal,16.1,8.0
8949,2009-09-29 19,normal,15.6,7.0
8950,2009-09-29 20,normal,15.0,8.0
8951,2009-09-29 21,normal,15.0,8.0
8952,2009-09-29 22,normal,13.9,6.0
8954,2009-09-29 23,normal,,
8955,2009-09-30 00,normal,13.9,6.0
8956,2009-09-30 01,normal,13.3,5.0
8957,2009-09-30 02,normal,13.3,6.0
8958,2009-09-30 03,normal,12.8,6.0
8959,2009-09-30 04,normal,13.3,9.0
8960,2009-09-30 05,normal,12.8,9.0
8961,2009-09-30 06,normal,12.8,7.0
8962,2009-09-30 07,normal,12.2,11.0
8963,2009-09-30 08,normal,12.8,11.0
8964,2009-09-30 09,normal,13.9,7.0
8965,2009-09-30 10,normal,13.9,6.0
8966,2009-09-30 11,normal,14.4,7.0
8967,2009-09-30 12,normal,15.0,8.0
8968,2009-09-30 13,normal,13.9,11.0
8969,2009-09-30 14,normal,13.9,8.0
8970,2009-09-30 15,normal,13.9,9.0
8971,2009-09-30 16,normal,13.3,9.0
8972,2009-09-30 17,normal,12.8,11.0
8973,2009-09-30 18,normal,12.2,8.0
8974,2009-09-30 19,normal,11.7,6.0
8975,2009-09-30 20,normal,11.1,7.0
8976,2009-09-30 21,normal,10.6,6.0
8977,2009-09-30 22,normal,10.0,7.0
8979,2009-09-30 23,normal,,
8980,2009-10-01 00,normal,9.4,6.0
8981,2009-10-01 01,normal,9.4,9.0
8982,2009-10-01 02,normal,8.9,3.0
8983,2009-10-01 03,normal,9.4,5.0
8984,2009-10-01 04,normal,8.9,5.0
8985,2009-10-01 05,normal,10.0,6.0
8986,2009-10-01 06,normal,10.0,3.0
8987,2009-10-01 07,normal,10.0,3.0
8988,2009-10-01 08,normal,12.2,7.0
8989,2009-10-01 09,normal,12.2,5.0
8990,2009-10-01 10,normal,12.2,3.0
8991,2009-10-01 11,normal,12.2,8.0
8992,2009-10-01 12,normal,12.2,5.0
8993,2009-10-01 13,normal,12.2,7.0
8994,2009-10-01 14,normal,12.2,8.0
8995,2009-10-01 15,normal,12.8,7.0
8996,2009-10-01 16,normal,12.2,7.0
8997,2009-10-01 17,normal,11.7,7.0
8998,2009-10-01 18,normal,11.7,0.0
8999,2009-10-01 19,normal,11.1,7.0
9000,2009-10-01 20,normal,11.1,0.0
9001,2009-10-01 21,normal,10.0,5.0
9002,2009-10-01 22,normal,10.0,6.0
9004,2009-10-01 23,normal,,
9005,2009-10-02 00,normal,9.4,5.0
9006,2009-10-02 01,normal,8.9,0.0
9007,2009-10-02 02,normal,8.9,0.0
9008,2009-10-02 03,normal,8.3,0.0
9009,2009-10-02 04,normal,8.3,0.0
9010,2009-10-02 05,normal,8.9,0.0
9011,2009-10-02 06,normal,10.0,0.0
9012,2009-10-02 07,normal,11.1,0.0
9013,2009-10-02 08,normal,13.3,3.0
9014,2009-10-02 09,normal,13.9,6.0
9015,2009-10-02 10,normal,14.4,3.0
9016,2009-10-02 11,normal,15.6,9.0
9017,2009-10-02 12,normal,16.1,9.0
9018,2009-10-02 13,normal,16.7,6.0
9019,2009-10-02 14,normal,16.1,10.0
9020,2009-10-02 15,normal,16.1,11.0
9021,2009-10-02 16,normal,16.1,7.0
9022,2009-10-02 17,normal,16.7,8.0
9023,2009-10-02 18,normal,17.2,6.0
9024,2009-10-02 19,normal,16.7,5.0
9026,2009-10-02 20,normal,17.2,6.0
9028,2009-10-02 21,normal,17.8,8.0
9030,2009-10-02 22,rain,16.7,5.0
9033,2009-10-02 23,normal,,
9034,2009-10-03 00,fog,17.2,5.0
9035,2009-10-03 01,fog,17.8,6.0
9036,2009-10-03 02,fog,17.8,6.0
9038,2009-10-03 03,fog,17.8,5.0
9042,2009-10-03 04,fog,17.8,5.0
9044,2009-10-03 05,fog,17.8,3.0
9045,2009-10-03 06,fog,17.8,0.0
9050,2009-10-03 07,normal,18.9,0.0
9052,2009-10-03 08,normal,19.4,0.0
9053,2009-10-03 09,normal,20.0,0.0
9055,2009-10-03 10,normal,20.0,3.0
9056,2009-10-03 11,normal,20.6,5.0
9057,2009-10-03 12,rain,18.9,6.0
9065,2009-10-03 13,rain,18.0,3.0
9069,2009-10-03 14,fog,18.9,3.0
9072,2009-10-03 15,fog,19.4,5.0
9074,2009-10-03 16,fog,19.0,5.0
9077,2009-10-03 17,fog,18.3,3.0
9079,2009-10-03 18,fog,18.9,3.0
9083,2009-10-03 19,fog,18.3,0.0
9086,2009-10-03 20,fog,18.3,3.0
9091,2009-10-03 21,fog,18.0,0.0
9097,2009-10-03 22,fog,18.0,0.0
9102,2009-10-03 23,normal,,
9107,2009-10-04 00,fog,17.0,0.0
9110,2009-10-04 01,fog,16.7,0.0
9114,2009-10-04 02,fog,16.1,0.0
9119,2009-10-04 03,fog,16.7,3.0
9120,2009-10-04 04,fog,15.6,3.0
9121,2009-10-04 05,fog,15.0,0.0
9127,2009-10-04 06,fog,14.0,0.0
9128,2009-10-04 07,normal,16.1,3.0
9129,2009-10-04 08,fog,17.8,0.0
9130,2009-10-04 09,normal,18.9,5.0
9131,2009-10-04 10,normal,20.6,5.0
9132,2009-10-04 11,normal,21.1,0.0
9133,2009-10-04 12,normal,22.8,5.0
9134,2009-10-04 13,normal,22.8,6.0
9135,2009-10-04 14,normal,21.7,5.0
9136,2009-10-04 15,normal,20.6,5.0
9137,2009-10-04 16,normal,20.6,5.0
9138,2009-10-04 17,normal,19.4,8.0
9139,2009-10-04 18,normal,18.9,6.0
9140,2009-10-04 19,normal,17.8,8.0
9141,2009-10-04 20,normal,16.1,8.0
9142,2009-10-04 21,normal,15.6,10.0
9143,2009-10-04 22,normal,15.0,9.0
9145,2009-10-04 23,normal,,
9146,2009-10-05 00,normal,13.3,7.0
9147,2009-10-05 01,normal,12.8,7.0
9148,2009-10-05 02,normal,12.2,6.0
9149,2009-10-05 03,normal,12.2,0.0
9150,2009-10-05 04,normal,11.7,0.0
9151,2009-10-05 05,normal,11.7,6.0
9152,2009-10-05 06,normal,11.7,7.0
9153,2009-10-05 07,normal,12.2,9.0
9154,2009-10-05 08,normal,13.3,7.0
9155,2009-10-05 09,normal,15.6,8.0
9156,2009-10-05 10,normal,16.7,13.0
9157,2009-10-05 11,normal,17.8,9.0
9158,2009-10-05 12,normal,19.4,9.0
9159,2009-10-05 13,normal,17.8,7.0
9160,2009-10-05 14,normal,17.8,7.0
9161,2009-10-05 15,normal,17.2,10.0
9162,2009-10-05 16,normal,16.7,5.0
9163,2009-10-05 17,normal,16.7,8.0
9164,2009-10-05 18,normal,15.6,6.0
9165,2009-10-05 19,normal,15.6,11.0
9166,2009-10-05 20,normal,14.4,6.0
9167,2009-10-05 21,normal,13.9,7.0
9168,2009-10-05 22,normal,13.3,9.0
9170,2009-10-05 23,normal,,
9171,2009-10-06 00,normal,12.2,5.0
9172,2009-10-06 01,normal,12.2,7.0
9173,2009-10-06 02,normal,11.1,3.0
9174,2009-10-06 03,normal,11.1,5.0
9175,2009-10-06 04,normal,10.6,0.0
9176,2009-10-06 05,normal,10.0,0.0
9177,2009-10-06 06,normal,10.6,5.0
9178,2009-10-06 07,normal,11.7,5.0
9179,2009-10-06 08,normal,12.8,7.0
9180,2009-10-06 09,normal,14.4,7.0
9181,2009-10-06 10,normal,16.1,0.0
9182,2009-10-06 11,normal,17.8,6.0
9183,2009-10-06 12,normal,18.9,0.0
9184,2009-10-06 13,normal,18.3,5.0
9185,2009-10-06 14,normal,18.3,6.0
9186,2009-10-06 15,normal,17.2,5.0
9187,2009-10-06 16,normal,16.1,5.0
9188,2009-10-06 17,normal,16.1,3.0
9189,2009-10-06 18,normal,16.1,3.0
9190,2009-10-06 19,normal,15.6,7.0
9191,2009-10-06 20,normal,16.1,3.0
9192,2009-10-06 21,normal,16.1,7.0
9193,2009-10-06 22,normal,16.1,7.0
9195,2009-10-06 23,normal,,
9197,2009-10-07 00,rain,15.0,6.0
9202,2009-10-07 01,rain,15.0,3.0
9203,2009-10-07 02,fog,15.6,7.0
9204,2009-10-07 03,rain,16.1,6.0
9206,2009-10-07 04,normal,17.2,7.0
9207,2009-10-07 05,normal,17.2,6.0
9208,2009-10-07 06,normal,17.2,9.0
9210,2009-10-07 07,normal,17.8,8.0
9212,2009-10-07 08,normal,18.3,6.0
9213,2009-10-07 09,normal,19.4,11.0
9214,2009-10-07 10,normal,20.0,15.0
9215,2009-10-07 11,normal,19.4,17.0
9216,2009-10-07 12,normal,18.9,16.0
9217,2009-10-07 13,normal,18.3,17.0
9218,2009-10-07 14,normal,17.2,15.0
9219,2009-10-07 15,normal,17.2,17.0
9220,2009-10-07 16,normal,16.1,20.0
9221,2009-10-07 17,normal,15.6,10.0
9222,2009-10-07 18,normal,15.6,7.0
9223,2009-10-07 19,normal,15.0,10.0
9224,2009-10-07 20,normal,15.0,15.0
9225,2009-10-07 21,normal,14.4,15.0
9226,2009-10-07 22,normal,13.9,9.0
9228,2009-10-07 23,normal,,
9229,2009-10-08 00,normal,13.3,5.0
9230,2009-10-08 01,normal,13.3,9.0
9231,2009-10-08 02,normal,12.2,8.0
9232,2009-10-08 03,normal,12.2,7.0
9233,2009-10-08 04,normal,12.2,7.0
9234,2009-10-08 05,normal,11.7,8.0
9235,2009-10-08 06,normal,11.7,10.0
9236,2009-10-08 07,normal,12.2,6.0
9237,2009-10-08 08,normal,12.8,9.0
9238,2009-10-08 09,normal,14.4,11.0
9239,2009-10-08 10,normal,15.6,11.0
9240,2009-10-08 11,normal,15.6,5.0
9241,2009-10-08 12,normal,15.6,7.0
9242,2009-10-08 13,normal,17.2,3.0
9243,2009-10-08 14,normal,17.2,6.0
9244,2009-10-08 15,normal,16.7,3.0
9245,2009-10-08 16,normal,16.1,6.0
9246,2009-10-08 17,normal,16.1,6.0
9247,2009-10-08 18,normal,15.0,0.0
9248,2009-10-08 19,normal,15.0,5.0
9249,2009-10-08 20,normal,15.0,0.0
9250,2009-10-08 21,normal,14.4,3.0
9251,2009-10-08 22,normal,14.4,0.0
9253,2009-10-08 23,normal,,
9254,2009-10-09 00,normal,15.0,0.0
9255,2009-10-09 01,normal,15.6,0.0
9256,2009-10-09 02,normal,15.0,0.0
9257,2009-10-09 03,normal,15.6,0.0
9258,2009-10-09 04,normal,15.6,0.0
9259,2009-10-09 05,normal,15.6,3.0
9260,2009-10-09 06,normal,16.1,8.0
9261,2009-10-09 07,normal,17.2,10.0
9262,2009-10-09 08,normal,17.2,5.0
9263,2009-10-09 09,normal,17.2,8.0
9264,2009-10-09 10,rain,17.2,6.0
9265,2009-10-09 11,normal,17.8,5.0
9266,2009-10-09 12,normal,18.9,8.0
9267,2009-10-09 13,normal,20.0,3.0
9268,2009-10-09 14,normal,20.6,6.0
9269,2009-10-09 15,normal,20.6,0.0
9270,2009-10-09 16,normal,20.0,3.0
9271,2009-10-09 17,normal,19.4,3.0
9272,2009-10-09 18,normal,19.4,5.0
9273,2009-10-09 19,normal,18.3,3.0
9274,2009-10-09 20,normal,17.8,5.0
9275,2009-10-09 21,normal,17.8,7.0
9276,2009-10-09 22,normal,17.8,5.0
9281,2009-10-09 23,normal,,
9283,2009-10-10 00,fog,16.1,0.0
9286,2009-10-10 01,fog,16.1,0.0
9288,2009-10-10 02,fog,16.1,3.0
9291,2009-10-10 03,fog,16.1,0.0
9292,2009-10-10 04,normal,17.2,3.0
9293,2009-10-10 05,normal,17.2,5.0
9294,2009-10-10 06,normal,17.8,5.0
9295,2009-10-10 07,normal,18.3,5.0
9296,2009-10-10 08,normal,18.9,6.0
9300,2009-10-10 09,normal,17.2,5.0
9302,2009-10-10 10,normal,16.7,8.0
9303,2009-10-10 11,normal,17.8,9.0
9304,2009-10-10 12,normal,17.2,9.0
9305,2009-10-10 13,normal,16.7,9.0
9306,2009-10-10 14,normal,16.1,10.0
9307,2009-10-10 15,normal,16.1,9.0
9308,2009-10-10 16,normal,15.0,6.0
9309,2009-10-10 17,normal,14.4,7.0
9310,2009-10-10 18,normal,13.9,3.0
9311,2009-10-10 19,normal,12.2,3.0
9312,2009-10-10 20,normal,12.2,5.0
9313,2009-10-10 21,normal,11.1,0.0
9314,2009-10-10 22,normal,11.1,3.0
9316,2009-10-10 23,normal,,
9317,2009-10-11 00,normal,10.0,5.0
9318,2009-10-11 01,normal,9.4,0.0
9319,2009-10-11 02,normal,8.9,0.0
9320,2009-10-11 03,normal,8.3,0.0
9321,2009-10-11 04,normal,8.9,3.0
9322,2009-10-11 05,normal,8.3,0.0
9323,2009-10-11 06,normal,8.9,3.0
9324,2009-10-11 07,normal,10.6,5.0
9325,2009-10-11 08,normal,11.7,5.0
9326,2009-10-11 09,normal,13.9,10.0
9327,2009-10-11 10,normal,15.6,7.0
9328,2009-10-11 11,normal,16.7,10.0
9329,2009-10-11 12,normal,17.2,8.0
9330,2009-10-11 13,normal,16.7,7.0
9331,2009-10-11 14,normal,16.7,10.0
9332,2009-10-11 15,normal,16.7,9.0
9333,2009-10-11 16,normal,15.6,8.0
9334,2009-10-11 17,normal,15.0,7.0
9335,2009-10-11 18,normal,13.9,7.0
9336,2009-10-11 19,normal,13.3,8.0
9337,2009-10-11 20,normal,12.8,6.0
9338,2009-10-11 21,normal,11.7,5.0
9339,2009-10-11 22,normal,10.6,6.0
9341,2009-10-11 23,normal,,
9342,2009-10-12 00,normal,8.9,7.0
9343,2009-10-12 01,normal,8.3,5.0
9344,2009-10-12 02,normal,7.8,6.0
9345,2009-10-12 03,normal,7.8,0.0
9346,2009-10-12 04,normal,6.7,0.0
9347,2009-10-12 05,normal,6.7,0.0
9348,2009-10-12 06,normal,7.8,0.0
9349,2009-10-12 07,normal,8.3,8.0
9350,2009-10-12 08,normal,9.4,3.0
9351,2009-10-12 09,normal,10.0,8.0
9352,2009-10-12 10,normal,10.6,0.0
9353,2009-10-12 11,normal,11.1,3.0
9354,2009-10-12 12,normal,11.1,0.0
9355,2009-10-12 13,normal,11.1,6.0
9356,2009-10-12 14,normal,11.7,3.0
9357,2009-10-12 15,normal,10.6,0.0
9358,2009-10-12 16,normal,10.0,3.0
9359,2009-10-12 17,normal,9.4,5.0
9360,2009-10-12 18,normal,10.0,0.0
9361,2009-10-12 19,normal,8.9,3.0
9362,2009-10-12 20,normal,9.4,3.0
9363,2009-10-12 21,normal,8.9,0.0
9364,2009-10-12 22,normal,8.9,0.0
9366,2009-10-12 23,normal,,
9367,2009-10-13 00,normal,10.6,0.0
9368,2009-10-13 01,normal,11.1,3.0
9369,2009-10-13 02,normal,11.1,3.0
9370,2009-10-13 03,normal,10.6,0.0
9371,2009-10-13 04,normal,11.1,0.0
9372,2009-10-13 05,normal,11.7,0.0
9373,2009-10-13 06,normal,12.2,5.0
9376,2009-10-13 07,normal,13.3,6.0
9379,2009-10-13 08,normal,13.9,5.0
9380,2009-10-13 09,normal,13.9,6.0
9381,2009-10-13 10,normal,16.1,9.0
9382,2009-10-13 11,normal,16.1,7.0
9383,2009-10-13 12,normal,17.2,9.0
9384,2009-10-13 13,normal,16.1,9.0
9385,2009-10-13 14,normal,15.0,11.0
9386,2009-10-13 15,normal,14.4,7.0
9387,2009-10-13 16,normal,13.3,14.0
9388,2009-10-13 17,normal,11.7,10.0
9389,2009-10-13 18,normal,11.1,11.0
9390,2009-10-13 19,normal,10.0,8.0
9391,2009-10-13 20,normal,9.4,5.0
9392,2009-10-13 21,normal,8.3,7.0
9393,2009-10-13 22,normal,8.3,5.0
9395,2009-10-13 23,normal,,
9396,2009-10-14 00,normal,7.2,5.0
9397,2009-10-14 01,normal,6.7,5.0
9398,2009-10-14 02,normal,6.1,3.0
9399,2009-10-14 03,normal,6.1,5.0
9400,2009-10-14 04,normal,5.0,0.0
9401,2009-10-14 05,normal,5.6,5.0
9402,2009-10-14 06,normal,6.1,3.0
9403,2009-10-14 07,normal,6.7,0.0
9404,2009-10-14 08,normal,7.8,3.0
9405,2009-10-14 09,normal,8.3,5.0
9406,2009-10-14 10,normal,9.4,0.0
9407,2009-10-14 11,normal,11.1,3.0
9408,2009-10-14 12,normal,11.1,3.0
9409,2009-10-14 13,normal,11.1,3.0
9410,2009-10-14 14,normal,11.1,3.0
9411,2009-10-14 15,normal,10.0,3.0
9412,2009-10-14 16,normal,9.4,3.0
9413,2009-10-14 17,normal,10.0,3.0
9414,2009-10-14 18,normal,9.4,0.0
9415,2009-10-14 19,normal,9.4,5.0
9416,2009-10-14 20,normal,9.4,0.0
9417,2009-10-14 21,normal,8.9,0.0
9418,2009-10-14 22,normal,8.9,0.0
9420,2009-10-14 23,normal,,
9421,2009-10-15 00,normal,7.8,8.0
9422,2009-10-15 01,normal,7.8,9.0
9423,2009-10-15 02,normal,7.2,8.0
9424,2009-10-15 03,normal,7.2,6.0
9425,2009-10-15 04,normal,6.7,7.0
9426,2009-10-15 05,normal,6.7,7.0
9427,2009-10-15 06,normal,6.7,7.0
9428,2009-10-15 07,normal,6.7,8.0
9431,2009-10-15 08,normal,6.7,9.0
9433,2009-10-15 09,rain,5.6,9.0
9435,2009-10-15 10,rain,5.0,16.0
9436,2009-10-15 11,normal,4.4,11.0
9438,2009-10-15 12,rain,5.0,9.0
9439,2009-10-15 13,rain,5.0,14.0
9440,2009-10-15 14,rain,4.4,10.0
9441,2009-10-15 15,rain,4.4,14.0
9442,2009-10-15 16,rain,3.9,14.0
9443,2009-10-15 17,rain,3.9,17.0
9444,2009-10-15 18,rain,3.9,15.0
9445,2009-10-15 19,rain,3.3,11.0
9446,2009-10-15 20,rain,3.3,21.0
9447,2009-10-15 21,rain,3.3,15.0
9448,2009-10-15 22,normal,3.3,13.0
9450,2009-10-15 23,normal,,
9451,2009-10-16 00,rain,3.9,14.0
9453,2009-10-16 01,normal,3.3,10.0
9454,2009-10-16 02,normal,3.9,8.0
9455,2009-10-16 03,rain,3.3,8.0
