,DATE,WEATHER,TEMPC,WIND
59305,2013-09-28 03,normal,13.9,3.0
59306,2013-09-28 04,normal,13.9,5.0
59307,2013-09-28 05,normal,13.3,3.0
59308,2013-09-28 06,normal,14.4,3.0
59309,2013-09-28 07,normal,16.1,3.0
59310,2013-09-28 08,normal,17.8,6.0
59311,2013-09-28 09,normal,18.9,6.0
59312,2013-09-28 10,normal,21.1,5.0
59313,2013-09-28 11,normal,21.7,8.0
59314,2013-09-28 12,normal,22.8,7.0
59315,2013-09-28 13,normal,22.2,8.0
59316,2013-09-28 14,normal,21.7,7.0
59317,2013-09-28 15,normal,21.1,6.0
59318,2013-09-28 16,normal,21.1,7.0
59319,2013-09-28 17,normal,18.9,5.0
59320,2013-09-28 18,normal,18.3,6.0
59321,2013-09-28 19,normal,17.8,3.0
59322,2013-09-28 20,normal,17.8,0.0
59323,2013-09-28 21,normal,17.8,3.0
59324,2013-09-28 22,normal,17.2,0.0
59326,2013-09-28 23,normal,,
59327,2013-09-29 00,normal,16.1,0.0
59328,2013-09-29 01,normal,15.6,3.0
59329,2013-09-29 02,normal,15.0,3.0
59330,2013-09-29 03,normal,15.0,0.0
59331,2013-09-29 04,normal,14.4,3.0
59332,2013-09-29 05,normal,14.4,3.0
59334,2013-09-29 06,normal,15.0,0.0
59336,2013-09-29 07,normal,16.7,5.0
59338,2013-09-29 08,normal,17.8,5.0
59340,2013-09-29 09,normal,19.4,5.0
59341,2013-09-29 10,normal,20.0,5.0
59344,2013-09-29 11,normal,21.1,9.0
59345,2013-09-29 12,normal,21.7,7.0
59346,2013-09-29 13,normal,21.7,5.0
59347,2013-09-29 14,normal,21.1,5.0
59348,2013-09-29 15,normal,20.6,0.0
59349,2013-09-29 16,normal,18.3,0.0
59350,2013-09-29 17,normal,17.2,5.0
59351,2013-09-29 18,normal,16.7,3.0
59352,2013-09-29 19,normal,16.1,0.0
59353,2013-09-29 20,normal,15.6,0.0
59354,2013-09-29 21,normal,15.0,3.0
59355,2013-09-29 22,normal,14.4,0.0
59357,2013-09-29 23,normal,,
59358,2013-09-30 00,normal,14.4,0.0
59359,2013-09-30 01,normal,13.9,0.0
59360,2013-09-30 02,normal,13.9,3.0
59361,2013-09-30 03,normal,13.9,3.0
59362,2013-09-30 04,normal,13.9,3.0
59363,2013-09-30 05,normal,13.3,0.0
59364,2013-09-30 06,normal,13.9,0.0
59365,2013-09-30 07,normal,16.1,3.0
59366,2013-09-30 08,normal,17.2,5.0
59367,2013-09-30 09,normal,18.3,0.0
59368,2013-09-30 10,normal,20.0,3.0
59369,2013-09-30 11,normal,22.2,5.0
59370,2013-09-30 12,normal,22.8,6.0
59371,2013-09-30 13,normal,23.3,5.0
59372,2013-09-30 14,normal,22.8,5.0
59373,2013-09-30 15,normal,21.7,7.0
59374,2013-09-30 16,normal,20.0,0.0
59375,2013-09-30 17,normal,19.4,3.0
59376,2013-09-30 18,normal,18.3,3.0
59377,2013-09-30 19,normal,17.8,0.0
59378,2013-09-30 20,normal,17.8,6.0
59379,2013-09-30 21,normal,17.8,6.0
59380,2013-09-30 22,normal,16.7,6.0
59382,2013-09-30 23,normal,,
59383,2013-10-01 00,normal,16.1,0.0
59384,2013-10-01 01,normal,16.1,5.0
59385,2013-10-01 02,normal,15.6,5.0
59386,2013-10-01 03,normal,16.1,5.0
59387,2013-10-01 04,normal,16.1,0.0
59388,2013-10-01 05,normal,15.6,0.0
59389,2013-10-01 06,normal,15.6,0.0
59390,2013-10-01 07,normal,17.2,5.0
59391,2013-10-01 08,normal,18.3,0.0
59392,2013-10-01 09,normal,20.6,0.0
59393,2013-10-01 10,normal,23.9,3.0
59394,2013-10-01 11,normal,25.6,3.0
59395,2013-10-01 12,normal,26.7,3.0
59396,2013-10-01 13,normal,27.8,0.0
59397,2013-10-01 14,normal,26.1,0.0
59398,2013-10-01 15,normal,26.1,0.0
59399,2013-10-01 16,normal,25.0,8.0
59400,2013-10-01 17,normal,23.9,0.0
59401,2013-10-01 18,normal,23.3,3.0
59402,2013-10-01 19,normal,22.8,6.0
59403,2013-10-01 20,normal,22.2,3.0
59404,2013-10-01 21,normal,20.6,0.0
59405,2013-10-01 22,normal,20.0,0.0
59407,2013-10-01 23,normal,,
59408,2013-10-02 00,normal,19.4,5.0
59409,2013-10-02 01,normal,18.9,3.0
59410,2013-10-02 02,normal,18.9,5.0
59411,2013-10-02 03,normal,17.8,3.0
59412,2013-10-02 04,normal,17.8,5.0
59413,2013-10-02 05,normal,17.8,5.0
59414,2013-10-02 06,normal,18.9,3.0
59415,2013-10-02 07,normal,20.0,5.0
59416,2013-10-02 08,normal,21.1,5.0
59417,2013-10-02 09,normal,22.8,7.0
59418,2013-10-02 10,normal,25.0,6.0
59419,2013-10-02 11,normal,26.7,5.0
59420,2013-10-02 12,normal,27.8,3.0
59421,2013-10-02 13,normal,28.3,8.0
59422,2013-10-02 14,normal,28.3,3.0
59423,2013-10-02 15,normal,28.3,6.0
59424,2013-10-02 16,normal,27.8,6.0
59425,2013-10-02 17,normal,26.7,3.0
59426,2013-10-02 18,normal,25.6,6.0
59427,2013-10-02 19,normal,25.6,3.0
59428,2013-10-02 20,normal,24.4,0.0
59429,2013-10-02 21,normal,23.3,0.0
59430,2013-10-02 22,normal,22.8,0.0
59432,2013-10-02 23,normal,,
59433,2013-10-03 00,normal,21.7,3.0
59434,2013-10-03 01,normal,21.1,0.0
59435,2013-10-03 02,normal,19.4,3.0
59436,2013-10-03 03,normal,18.3,3.0
59437,2013-10-03 04,normal,17.8,0.0
59438,2013-10-03 05,normal,17.2,0.0
59439,2013-10-03 06,normal,18.3,0.0
59440,2013-10-03 07,normal,20.0,0.0
59441,2013-10-03 08,normal,20.6,0.0
59442,2013-10-03 09,normal,21.7,0.0
59443,2013-10-03 10,normal,23.3,0.0
59444,2013-10-03 11,normal,25.0,6.0
59445,2013-10-03 12,normal,25.0,0.0
59446,2013-10-03 13,normal,25.0,0.0
59447,2013-10-03 14,normal,24.4,0.0
59448,2013-10-03 15,normal,23.9,0.0
59449,2013-10-03 16,normal,22.8,0.0
59450,2013-10-03 17,normal,22.8,3.0
59451,2013-10-03 18,normal,22.2,0.0
59452,2013-10-03 19,normal,21.7,3.0
59453,2013-10-03 20,normal,21.1,3.0
59454,2013-10-03 21,normal,21.1,3.0
59455,2013-10-03 22,normal,20.6,3.0
59457,2013-10-03 23,normal,,
59458,2013-10-04 00,normal,20.6,5.0
59459,2013-10-04 01,normal,20.0,0.0
59460,2013-10-04 02,normal,19.4,0.0
59461,2013-10-04 03,normal,18.9,0.0
59462,2013-10-04 04,normal,18.9,0.0
59463,2013-10-04 05,normal,19.4,0.0
59464,2013-10-04 06,fog,20.6,3.0
59465,2013-10-04 07,fog,21.1,0.0
59466,2013-10-04 08,fog,22.2,5.0
59467,2013-10-04 09,fog,24.4,0.0
59468,2013-10-04 10,fog,26.1,3.0
59469,2013-10-04 11,normal,28.3,5.0
59470,2013-10-04 12,normal,28.3,3.0
59471,2013-10-04 13,normal,30.0,5.0
59472,2013-10-04 14,normal,28.3,5.0
59473,2013-10-04 15,normal,28.3,3.0
59474,2013-10-04 16,rain,25.0,0.0
59475,2013-10-04 17,normal,24.4,0.0
59476,2013-10-04 18,normal,23.3,0.0
59477,2013-10-04 19,normal,23.3,3.0
59478,2013-10-04 20,normal,22.8,5.0
59479,2013-10-04 21,normal,21.7,6.0
59480,2013-10-04 22,fog,21.1,10.0
59482,2013-10-04 23,normal,,
59483,2013-10-05 00,normal,20.0,0.0
59484,2013-10-05 01,normal,19.4,3.0
59485,2013-10-05 02,normal,18.9,5.0
59486,2013-10-05 03,fog,18.9,3.0
59487,2013-10-05 04,normal,18.9,3.0
59488,2013-10-05 05,fog,18.3,7.0
59490,2013-10-05 06,fog,18.3,0.0
59491,2013-10-05 07,fog,18.9,0.0
59492,2013-10-05 08,fog,18.9,5.0
59494,2013-10-05 09,fog,19.4,5.0
59495,2013-10-05 10,fog,20.6,5.0
59496,2013-10-05 11,normal,21.7,5.0
59499,2013-10-05 12,normal,23.3,3.0
59502,2013-10-05 13,normal,24.4,7.0
59503,2013-10-05 14,normal,23.9,3.0
59504,2013-10-05 15,normal,23.3,5.0
59505,2013-10-05 16,normal,22.8,0.0
59506,2013-10-05 17,fog,21.1,3.0
59507,2013-10-05 18,fog,20.0,3.0
59510,2013-10-05 19,fog,19.4,3.0
59511,2013-10-05 20,fog,19.4,3.0
59512,2013-10-05 21,fog,19.4,5.0
59513,2013-10-05 22,normal,19.4,
59515,2013-10-05 23,normal,,
59516,2013-10-06 00,fog,18.9,3.0
59518,2013-10-06 01,fog,18.9,5.0
59520,2013-10-06 02,fog,18.9,6.0
59521,2013-10-06 03,fog,18.9,3.0
59522,2013-10-06 04,fog,18.9,3.0
59524,2013-10-06 05,fog,18.3,3.0
59526,2013-10-06 06,fog,18.9,6.0
59528,2013-10-06 07,fog,18.9,3.0
59532,2013-10-06 08,fog,19.4,3.0
59534,2013-10-06 09,fog,20.0,6.0
59535,2013-10-06 10,fog,20.0,3.0
59536,2013-10-06 11,fog,20.6,6.0
59538,2013-10-06 12,fog,20.0,5.0
59540,2013-10-06 13,fog,20.0,8.0
59541,2013-10-06 14,fog,20.0,8.0
59542,2013-10-06 15,fog,20.0,9.0
59543,2013-10-06 16,fog,20.6,6.0
59544,2013-10-06 17,fog,20.6,7.0
59545,2013-10-06 18,fog,21.1,10.0
59546,2013-10-06 19,fog,21.1,9.0
59547,2013-10-06 20,fog,21.1,7.0
59551,2013-10-06 21,fog,21.1,6.0
59554,2013-10-06 22,fog,21.1,6.0
59556,2013-10-06 23,normal,,
59559,2013-10-07 00,fog,20.6,6.0
59563,2013-10-07 01,fog,20.6,7.0
59564,2013-10-07 02,normal,20.6,6.0
59565,2013-10-07 03,normal,20.6,3.0
59568,2013-10-07 04,normal,21.1,
59569,2013-10-07 05,normal,21.1,5.0
59570,2013-10-07 06,fog,21.1,3.0
59571,2013-10-07 07,normal,21.7,8.0
59573,2013-10-07 08,normal,22.8,5.0
59576,2013-10-07 09,normal,22.8,
59577,2013-10-07 10,normal,22.2,
59581,2013-10-07 11,rain,21.7,6.0
59585,2013-10-07 12,normal,22.2,10.0
59586,2013-10-07 13,normal,23.3,6.0
59587,2013-10-07 14,normal,21.7,5.0
59592,2013-10-07 15,rain,18.9,8.0
59596,2013-10-07 16,normal,18.9,8.0
59599,2013-10-07 17,normal,16.7,7.0
59600,2013-10-07 18,normal,16.7,6.0
59601,2013-10-07 19,normal,16.7,5.0
59602,2013-10-07 20,normal,16.7,5.0
59603,2013-10-07 21,normal,16.7,5.0
59604,2013-10-07 22,normal,16.1,5.0
59606,2013-10-07 23,normal,,
59607,2013-10-08 00,normal,15.0,3.0
59608,2013-10-08 01,normal,14.4,6.0
59609,2013-10-08 02,normal,13.9,6.0
59610,2013-10-08 03,normal,13.9,3.0
59611,2013-10-08 04,normal,13.3,0.0
59612,2013-10-08 05,normal,12.2,7.0
59613,2013-10-08 06,normal,12.8,9.0
59614,2013-10-08 07,normal,13.9,6.0
59615,2013-10-08 08,normal,14.4,8.0
59616,2013-10-08 09,normal,15.6,9.0
59617,2013-10-08 10,normal,17.8,3.0
59618,2013-10-08 11,normal,17.8,8.0
59619,2013-10-08 12,normal,18.9,7.0
59620,2013-10-08 13,normal,19.4,9.0
59621,2013-10-08 14,normal,18.9,8.0
59622,2013-10-08 15,normal,17.8,8.0
59623,2013-10-08 16,normal,17.8,6.0
59624,2013-10-08 17,normal,16.7,3.0
59625,2013-10-08 18,normal,16.7,6.0
59626,2013-10-08 19,normal,16.7,9.0
59627,2013-10-08 20,normal,15.6,
59628,2013-10-08 21,normal,15.0,0.0
59629,2013-10-08 22,normal,15.6,8.0
59631,2013-10-08 23,normal,,
59632,2013-10-09 00,normal,14.4,8.0
59633,2013-10-09 01,normal,13.9,7.0
59634,2013-10-09 02,normal,13.3,6.0
59635,2013-10-09 03,normal,12.8,8.0
59636,2013-10-09 04,normal,12.8,6.0
59637,2013-10-09 05,normal,11.7,8.0
59638,2013-10-09 06,normal,12.2,8.0
59639,2013-10-09 07,normal,12.8,6.0
59640,2013-10-09 08,normal,13.9,8.0
59641,2013-10-09 09,normal,14.4,11.0
59643,2013-10-09 10,normal,14.4,13.0
59644,2013-10-09 11,normal,15.6,14.0
59645,2013-10-09 12,normal,15.6,18.0
59647,2013-10-09 13,normal,16.7,9.0
59648,2013-10-09 14,normal,16.7,10.0
59649,2013-10-09 15,normal,16.1,11.0
59650,2013-10-09 16,normal,16.1,8.0
59651,2013-10-09 17,normal,15.6,6.0
59652,2013-10-09 18,normal,15.0,3.0
59653,2013-10-09 19,normal,15.6,5.0
59654,2013-10-09 20,normal,15.0,9.0
59655,2013-10-09 21,normal,15.0,7.0
59656,2013-10-09 22,normal,13.9,5.0
59658,2013-10-09 23,normal,,
59659,2013-10-10 00,normal,13.3,10.0
59662,2013-10-10 01,normal,12.8,6.0
59664,2013-10-10 02,normal,12.8,9.0
59665,2013-10-10 03,normal,12.8,8.0
59666,2013-10-10 04,normal,12.2,6.0
59667,2013-10-10 05,normal,12.2,13.0
59669,2013-10-10 06,normal,12.2,8.0
59671,2013-10-10 07,normal,12.2,13.0
59672,2013-10-10 08,normal,13.3,10.0
59673,2013-10-10 09,normal,13.9,10.0
59674,2013-10-10 10,normal,15.0,10.0
59675,2013-10-10 11,normal,15.0,7.0
59676,2013-10-10 12,normal,16.1,9.0
59680,2013-10-10 13,normal,16.7,14.0
59681,2013-10-10 14,normal,17.2,9.0
59682,2013-10-10 15,normal,17.8,7.0
59683,2013-10-10 16,normal,17.8,5.0
59684,2013-10-10 17,normal,17.8,10.0
59685,2013-10-10 18,normal,17.2,9.0
59686,2013-10-10 19,normal,17.2,9.0
59687,2013-10-10 20,normal,16.7,9.0
59690,2013-10-10 21,normal,16.7,7.0
59691,2013-10-10 22,normal,16.7,11.0
59693,2013-10-10 23,normal,,
59697,2013-10-11 00,normal,16.1,9.0
59699,2013-10-11 01,normal,15.6,13.0
59701,2013-10-11 02,normal,16.1,10.0
59702,2013-10-11 03,normal,16.1,11.0
59703,2013-10-11 04,normal,16.1,9.0
59704,2013-10-11 05,normal,16.1,10.0
59706,2013-10-11 06,normal,16.7,6.0
59707,2013-10-11 07,normal,17.2,6.0
59709,2013-10-11 08,normal,17.2,9.0
59710,2013-10-11 09,normal,17.8,5.0
59711,2013-10-11 10,normal,17.8,9.0
59716,2013-10-11 11,normal,16.7,10.0
59717,2013-10-11 12,normal,17.8,13.0
59719,2013-10-11 13,normal,18.9,13.0
59722,2013-10-11 14,normal,19.4,13.0
59723,2013-10-11 15,normal,19.4,9.0
59724,2013-10-11 16,normal,20.0,8.0
59725,2013-10-11 17,normal,19.4,9.0
59726,2013-10-11 18,normal,19.4,7.0
59729,2013-10-11 19,normal,19.4,13.0
59731,2013-10-11 20,normal,19.4,7.0
59733,2013-10-11 21,normal,19.4,9.0
59734,2013-10-11 22,normal,18.9,7.0
59736,2013-10-11 23,normal,,
59739,2013-10-12 00,normal,17.8,7.0
59740,2013-10-12 01,normal,17.2,8.0
59741,2013-10-12 02,normal,16.7,8.0
59742,2013-10-12 03,normal,16.1,7.0
59743,2013-10-12 04,normal,16.1,7.0
59744,2013-10-12 05,normal,15.6,9.0
59745,2013-10-12 06,normal,15.6,10.0
59746,2013-10-12 07,normal,16.7,10.0
59747,2013-10-12 08,normal,17.8,13.0
59748,2013-10-12 09,normal,17.8,10.0
59749,2013-10-12 10,normal,18.3,15.0
59750,2013-10-12 11,normal,19.4,16.0
59751,2013-10-12 12,normal,20.6,14.0
59752,2013-10-12 13,normal,21.7,11.0
59753,2013-10-12 14,normal,21.7,15.0
59754,2013-10-12 15,normal,21.1,16.0
59755,2013-10-12 16,normal,20.0,9.0
59756,2013-10-12 17,normal,18.9,6.0
59758,2013-10-12 18,normal,18.3,10.0
59759,2013-10-12 19,normal,17.8,10.0
59760,2013-10-12 20,normal,17.2,14.0
59762,2013-10-12 21,normal,16.7,9.0
59766,2013-10-12 22,normal,16.7,14.0
59768,2013-10-12 23,normal,,
59771,2013-10-13 00,normal,15.6,7.0
59772,2013-10-13 01,normal,15.0,10.0
59773,2013-10-13 02,normal,14.4,9.0
59774,2013-10-13 03,normal,14.4,7.0
59775,2013-10-13 04,normal,13.9,9.0
59776,2013-10-13 05,normal,13.3,6.0
59777,2013-10-13 06,normal,13.3,7.0
59778,2013-10-13 07,normal,13.9,10.0
59779,2013-10-13 08,normal,14.4,14.0
59780,2013-10-13 09,normal,15.6,14.0
59781,2013-10-13 10,normal,15.6,11.0
59782,2013-10-13 11,normal,16.7,7.0
59785,2013-10-13 12,normal,16.7,9.0
59786,2013-10-13 13,normal,18.3,8.0
59787,2013-10-13 14,normal,17.2,14.0
59788,2013-10-13 15,normal,16.7,9.0
59789,2013-10-13 16,normal,16.1,10.0
59790,2013-10-13 17,normal,15.0,7.0
59792,2013-10-13 18,normal,15.0,6.0
59795,2013-10-13 19,normal,14.4,6.0
59796,2013-10-13 20,normal,14.4,6.0
59797,2013-10-13 21,normal,14.4,
59798,2013-10-13 22,normal,13.9,5.0
59801,2013-10-13 23,normal,,
59803,2013-10-14 00,normal,13.3,3.0
59805,2013-10-14 01,normal,12.2,0.0
59807,2013-10-14 02,normal,11.7,0.0
59808,2013-10-14 03,normal,11.7,0.0
59810,2013-10-14 04,normal,11.7,0.0
59811,2013-10-14 05,normal,11.1,3.0
59812,2013-10-14 06,normal,12.2,3.0
59813,2013-10-14 07,normal,13.3,3.0
59815,2013-10-14 08,normal,14.4,3.0
59817,2013-10-14 09,normal,14.4,3.0
59818,2013-10-14 10,normal,15.6,5.0
59819,2013-10-14 11,normal,17.2,6.0
59820,2013-10-14 12,normal,18.3,3.0
59821,2013-10-14 13,normal,17.8,6.0
59822,2013-10-14 14,normal,18.3,3.0
59823,2013-10-14 15,normal,18.3,3.0
59824,2013-10-14 16,normal,16.1,0.0
59825,2013-10-14 17,normal,15.0,3.0
59826,2013-10-14 18,normal,14.4,3.0
59827,2013-10-14 19,normal,13.9,0.0
59828,2013-10-14 20,normal,13.3,0.0
59829,2013-10-14 21,normal,13.3,3.0
59830,2013-10-14 22,normal,13.3,0.0
59832,2013-10-14 23,normal,,
59833,2013-10-15 00,normal,12.8,3.0
59834,2013-10-15 01,normal,12.2,0.0
59835,2013-10-15 02,normal,12.2,3.0
59836,2013-10-15 03,normal,12.8,3.0
59837,2013-10-15 04,normal,12.2,0.0
59838,2013-10-15 05,normal,12.2,0.0
59839,2013-10-15 06,normal,13.3,0.0
59840,2013-10-15 07,normal,15.0,3.0
59841,2013-10-15 08,normal,16.1,3.0
59842,2013-10-15 09,normal,17.2,6.0
59843,2013-10-15 10,normal,18.3,3.0
59844,2013-10-15 11,normal,20.6,5.0
59845,2013-10-15 12,normal,21.1,0.0
59846,2013-10-15 13,normal,21.7,3.0
59847,2013-10-15 14,normal,21.1,5.0
59848,2013-10-15 15,normal,18.9,3.0
59849,2013-10-15 16,normal,17.2,3.0
59850,2013-10-15 17,normal,16.1,5.0
59851,2013-10-15 18,normal,15.6,5.0
59852,2013-10-15 19,normal,15.6,0.0
59853,2013-10-15 20,normal,14.4,5.0
59854,2013-10-15 21,normal,14.4,7.0
59855,2013-10-15 22,normal,13.3,0.0
59857,2013-10-15 23,normal,,
59858,2013-10-16 00,normal,13.3,3.0
59859,2013-10-16 01,normal,13.3,3.0
59860,2013-10-16 02,normal,13.9,6.0
59862,2013-10-16 03,normal,14.4,3.0
59864,2013-10-16 04,normal,14.4,3.0
59865,2013-10-16 05,normal,14.4,3.0
59868,2013-10-16 06,normal,15.0,0.0
59869,2013-10-16 07,normal,15.6,8.0
59874,2013-10-16 08,normal,16.1,3.0
59876,2013-10-16 09,normal,16.1,5.0
59879,2013-10-16 10,normal,17.8,5.0
59883,2013-10-16 11,normal,18.3,3.0
59884,2013-10-16 12,normal,18.3,5.0
59885,2013-10-16 13,normal,18.9,3.0
59886,2013-10-16 14,normal,19.4,0.0
59887,2013-10-16 15,normal,18.9,5.0
59889,2013-10-16 16,normal,18.3,5.0
59891,2013-10-16 17,normal,17.2,0.0
59893,2013-10-16 18,normal,17.2,5.0
59895,2013-10-16 19,normal,16.7,5.0
59896,2013-10-16 20,normal,16.7,3.0
59897,2013-10-16 21,normal,16.7,0.0
59899,2013-10-16 22,fog,17.2,0.0
59901,2013-10-16 23,normal,,
59902,2013-10-17 00,normal,17.2,0.0
59904,2013-10-17 01,normal,16.7,0.0
59907,2013-10-17 02,normal,16.7,6.0
59912,2013-10-17 03,fog,16.7,5.0
59913,2013-10-17 04,fog,16.7,0.0
59914,2013-10-17 05,fog,16.7,0.0
59915,2013-10-17 06,fog,17.2,5.0
59916,2013-10-17 07,fog,17.8,0.0
59918,2013-10-17 08,fog,18.3,0.0
59920,2013-10-17 09,fog,18.9,3.0
59921,2013-10-17 10,normal,20.6,0.0
59922,2013-10-17 11,normal,21.1,0.0
59924,2013-10-17 12,normal,22.8,
59927,2013-10-17 13,normal,22.2,0.0
59929,2013-10-17 14,normal,22.8,0.0
59930,2013-10-17 15,normal,21.1,3.0
59931,2013-10-17 16,normal,20.0,5.0
59932,2013-10-17 17,normal,19.4,5.0
59933,2013-10-17 18,normal,18.3,
59934,2013-10-17 19,rain,18.3,0.0
59935,2013-10-17 20,normal,18.3,
59936,2013-10-17 21,normal,18.3,
59937,2013-10-17 22,normal,18.9,8.0
59939,2013-10-17 23,normal,,
59942,2013-10-18 00,normal,19.4,3.0
59943,2013-10-18 01,normal,19.4,8.0
59944,2013-10-18 02,normal,17.8,10.0
59945,2013-10-18 03,normal,16.1,13.0
59946,2013-10-18 04,normal,15.6,9.0
59947,2013-10-18 05,normal,14.4,7.0
59948,2013-10-18 06,normal,13.9,8.0
59949,2013-10-18 07,normal,13.9,8.0
59950,2013-10-18 08,normal,15.0,10.0
59951,2013-10-18 09,normal,16.1,5.0
59952,2013-10-18 10,normal,17.2,9.0
59953,2013-10-18 11,normal,19.4,7.0
59954,2013-10-18 12,normal,20.0,
59955,2013-10-18 13,normal,19.4,7.0
59956,2013-10-18 14,normal,19.4,8.0
59957,2013-10-18 15,normal,18.9,8.0
59958,2013-10-18 16,normal,17.8,6.0
59959,2013-10-18 17,normal,17.2,6.0
59960,2013-10-18 18,normal,16.7,7.0
59961,2013-10-18 19,normal,16.1,
59962,2013-10-18 20,normal,15.0,5.0
59963,2013-10-18 21,normal,14.4,5.0
59964,2013-10-18 22,normal,13.3,0.0
59966,2013-10-18 23,normal,,
59967,2013-10-19 00,normal,12.2,0.0
59968,2013-10-19 01,normal,12.2,3.0
59969,2013-10-19 02,normal,12.2,3.0
59970,2013-10-19 03,normal,12.2,3.0
59971,2013-10-19 04,normal,12.2,0.0
59972,2013-10-19 05,normal,11.7,0.0
59973,2013-10-19 06,normal,11.7,0.0
59974,2013-10-19 07,normal,12.2,0.0
59975,2013-10-19 08,normal,14.4,0.0
59976,2013-10-19 09,normal,16.1,0.0
59977,2013-10-19 10,normal,17.2,6.0
59978,2013-10-19 11,normal,17.8,3.0
59979,2013-10-19 12,normal,17.2,7.0
59980,2013-10-19 13,normal,17.2,5.0
59981,2013-10-19 14,normal,17.2,
59982,2013-10-19 15,normal,16.7,3.0
59983,2013-10-19 16,normal,16.1,6.0
59984,2013-10-19 17,normal,16.1,3.0
59985,2013-10-19 18,normal,15.6,
59986,2013-10-19 19,normal,15.6,
59988,2013-10-19 20,normal,16.1,
59991,2013-10-19 21,normal,16.1,7.0
59993,2013-10-19 22,normal,15.0,6.0
59998,2013-10-19 23,normal,,
59999,2013-10-20 00,normal,14.4,7.0
60000,2013-10-20 01,normal,13.3,6.0
60001,2013-10-20 02,normal,12.8,11.0
60002,2013-10-20 03,normal,11.7,7.0
60003,2013-10-20 04,normal,11.1,7.0
60004,2013-10-20 05,normal,10.6,9.0
60005,2013-10-20 06,normal,10.0,0.0
60006,2013-10-20 07,normal,10.6,3.0
60007,2013-10-20 08,normal,11.7,10.0
60008,2013-10-20 09,normal,13.3,6.0
60009,2013-10-20 10,normal,14.4,6.0
60010,2013-10-20 11,normal,16.1,9.0
60011,2013-10-20 12,normal,16.1,5.0
60012,2013-10-20 13,normal,16.7,7.0
60013,2013-10-20 14,normal,16.7,5.0
60014,2013-10-20 15,normal,16.7,7.0
60015,2013-10-20 16,normal,16.1,7.0
60016,2013-10-20 17,normal,15.0,3.0
60017,2013-10-20 18,normal,14.4,6.0
60018,2013-10-20 19,normal,13.3,3.0
60019,2013-10-20 20,normal,12.8,3.0
60020,2013-10-20 21,normal,13.3,5.0
60021,2013-10-20 22,normal,12.2,0.0
60023,2013-10-20 23,normal,,
60024,2013-10-21 00,normal,12.2,0.0
60025,2013-10-21 01,normal,11.7,3.0
60026,2013-10-21 02,normal,11.1,5.0
60027,2013-10-21 03,normal,10.6,0.0
60028,2013-10-21 04,normal,10.6,0.0
60029,2013-10-21 05,normal,10.6,5.0
60030,2013-10-21 06,normal,11.1,3.0
60031,2013-10-21 07,normal,12.8,3.0
60032,2013-10-21 08,normal,13.9,6.0
60033,2013-10-21 09,normal,15.6,5.0
60034,2013-10-21 10,normal,16.7,5.0
60035,2013-10-21 11,normal,18.3,5.0
60036,2013-10-21 12,normal,18.9,5.0
60037,2013-10-21 13,normal,18.9,7.0
60038,2013-10-21 14,normal,18.3,3.0
60039,2013-10-21 15,normal,16.7,
60040,2013-10-21 16,normal,16.1,
60041,2013-10-21 17,normal,15.6,6.0
60042,2013-10-21 18,normal,15.6,6.0
60043,2013-10-21 19,normal,14.4,
60044,2013-10-21 20,normal,15.0,5.0
60045,2013-10-21 21,normal,13.9,3.0
60046,2013-10-21 22,normal,13.9,5.0
60048,2013-10-21 23,normal,,
60049,2013-10-22 00,normal,14.4,6.0
60050,2013-10-22 01,normal,13.9,6.0
60051,2013-10-22 02,normal,13.9,
60052,2013-10-22 03,normal,13.9,6.0
60053,2013-10-22 04,normal,13.9,0.0
60054,2013-10-22 05,normal,13.9,6.0
60055,2013-10-22 06,normal,13.9,3.0
60056,2013-10-22 07,normal,15.0,
60057,2013-10-22 08,normal,16.1,7.0
60058,2013-10-22 09,normal,17.8,6.0
60059,2013-10-22 10,normal,17.8,3.0
60060,2013-10-22 11,normal,18.3,3.0
60061,2013-10-22 12,normal,17.8,6.0
60062,2013-10-22 13,normal,16.7,3.0
60063,2013-10-22 14,normal,16.7,5.0
60064,2013-10-22 15,normal,16.1,5.0
60065,2013-10-22 16,normal,15.6,3.0
60066,2013-10-22 17,normal,15.0,3.0
60067,2013-10-22 18,normal,14.4,
60068,2013-10-22 19,normal,14.4,7.0
60069,2013-10-22 20,normal,13.3,5.0
60070,2013-10-22 21,normal,12.2,3.0
60071,2013-10-22 22,normal,11.7,5.0
60073,2013-10-22 23,normal,,
60074,2013-10-23 00,normal,10.0,5.0
60075,2013-10-23 01,normal,9.4,3.0
60076,2013-10-23 02,normal,10.0,3.0
60077,2013-10-23 03,normal,9.4,5.0
60078,2013-10-23 04,normal,9.4,3.0
60079,2013-10-23 05,normal,9.4,3.0
60080,2013-10-23 06,normal,9.4,0.0
60081,2013-10-23 07,normal,11.1,0.0
60082,2013-10-23 08,normal,11.1,5.0
60083,2013-10-23 09,normal,11.1,7.0
60084,2013-10-23 10,normal,11.1,10.0
60085,2013-10-23 11,normal,11.1,10.0
60086,2013-10-23 12,normal,11.1,6.0
60087,2013-10-23 13,normal,11.7,6.0
60088,2013-10-23 14,normal,12.2,0.0
60089,2013-10-23 15,normal,12.2,3.0
60090,2013-10-23 16,normal,10.6,0.0
60091,2013-10-23 17,normal,10.6,
60092,2013-10-23 18,normal,10.6,7.0
60093,2013-10-23 19,normal,9.4,6.0
